username,location,languages,completed_amount,title,level,rating_score,reviews,collect_count,tags,five_star,four_star,three_star,two_star,one_star,pro,description,about,extra
Muhammad Sohaib,Pakistan,"I speak English, German, French, Italian",452 orders completed,A culture of Innovation at The Heart of Customer's Satisfaction!,Level 2,4.9,142 reviews for this Gig4.9,225,||PHP||JavaScript||PHP Laravel||WordPress||Bootstrap||Website design||Node.js||React||Adobe Photoshop||SEO||+16,(134),(5),(1),(1),(1),N/A,"A culture of Innovation at The Heart of Customer's Satisfaction!Welcome! I'm Sohaib, a Web Developer with over 5 years of industry experience. I specialize in creating outstanding websites and mobile applications that cater to businesses of all sizes.

My Skills Include:
-PHP(Laravel, Codeigniter)
-WordPress ( Custom websites, Theme, Plugin Development and customization) 
-WordPress SEO & Optimization
-WordPress Landing Pages Design
-Frontend development(HTML, CSS, Bootstrap, Reactjs)

Passionate about exceptional results. Let's exceed your digital vision. Contact me for an exciting transformation.Read More",N/A,||Programming language:PHP||Expertise:Algorithms & Data structures•Debugging•Performance+2 more||Frontend framework:React.js•Vue.js•jQuery•Bootstrap||Backend framework:Laravel•Node.js
Mandan,United States,"I speak English, Hindi",111 orders completed,N/A,Level 2,5,18 reviews for this Gig5,37,||Web hosting||HTML||CRM||Web development||PHP||CSS||Website design||MySQL||HTML5||Adobe Photoshop||+19,(18),(0),(0),(0),(0),N/A,"Hello,

I'm Mandan, a Full Stack Designer & Developer with over 12 years of experience. My proficiency includes WordPress, eCommerce, Shopify, Joomla, and various PHP-based frameworks. I'm skilled in crafting Progressive Web Apps (PWAs) and Mobile Apps. Additionally, I have expertise in tailoring WordPress Plugins and Shopify Apps to your requirements. Alongside development, I'm well-versed in design tools like Photoshop, Adobe XD, and Illustrator for creating logos and design materials. 

Ready to get your online business started? 

Just click the #Contact Me# button.Read More",N/A,||Programming language:PHP||Expertise:Algorithms & Data structures•Performance•Design+2 more||Frontend framework:React.js•AngularJS•Vue.js•jQuery•Bootstrap||Backend framework:Django•Laravel•Express.js•Node.js•CakePHP
Rehman K,Pakistan,I speak English,37 orders completed,"Everyone is a programmer, none is software engineer!",N/A,5,30 reviews for this Gig5,31,||Software development||Web development||App development||Articles writing,(30),(0),(0),(0),(0),N/A,"Everyone is a programmer, none is software engineer!I have been a software engineer for 08 years now. I completed software engineering back in 2015 and have dealt with more than 120 clients since then. I believe that anyone can be a programmer but very few become Software Engineers, who understand ins and outs of the industry. 

I am proficient with Angular, React, VUE, .net core,  Laravel, PHP and Wordpress. From designs perspective you can trust my skills with CSS, Bootstrap, Tailwind CSS and Ant Design. 

I prefer learning all the time and my this habit has kept my career alive. 



Looking forward to hear from you and let's paint your idea!Read More",N/A,||Programming language:JavaScript||Expertise:Algorithms & Data structures•Performance•Security+2 more||Frontend framework:React.js•AngularJS•Bootstrap•Svelte+1 more||Backend framework:Laravel•Express.js•Node.js•CakePHP•Other
Dawood Ahmed,Pakistan,I speak English,251 orders completed,Design and Develop your ideas in to reality,Level 2,5,50 reviews for this Gig5,38,||Adobe XD||Adobe Illustrator||React||Vuetify||Web development||Bootstrap||Firebase||MySQL||Node.js||Adobe Photoshop||+1,(49),(1),(0),(0),(0),N/A,"Design and Develop your ideas in to realityHello there its Vigato .I have been Designing and Developing for over 6 years now for for development I have worked 
FRONT END FRAMEWORKS 
1) Vuejs,
2) Reactjs
3) React Native

Backend Framework
1) Nodejs
2) Flask 

Databases

1) Mongodb
2) Mysql
3) Firebase Firestore
4) Postgre Sql

 
For Design i have worked in Adobe products for years and develop 
1) Animations
2) Logo Designing, 
3) Game play editing , 
4) Youtube Chanel Intros,
5) Motion Graphics,
6) Media Blotter ,
7) Vfx/Gfx ,
8) UI/UX Design . 
9) Media Ad Posters etcRead More",N/A,||Programming language:JavaScript
animcreativity,India,"I speak Hindi, English",259 orders completed,"Animate your life, Don't be static",Buyers keep returning,4.9,171 reviews for this Gig4.9,253,||CSS3||HTML5||JavaScript||PHP||WordPress||jQuery||MySQL||Bootstrap||WebGL||Website design||+4,(164),(5),(0),(0),(2),N/A,"Animate your life, Don't be staticWith 18 years of experience, worked on almost everything in my life.

Web: HTML5, CSS, CSS3, SCSS, Javascript, Canvas, PiXi, WebGL, Shaders.

Server languages: NodeJS, PHP, Bash, Python

Database: Mysql, MariaDB, Sqlite, MongoDB, NoSQL, CouchDB, PouchDB, LevelDB, Firebase, Parse, any API

CMS: WordPress, WooCommerce, Drupal, Magento, OpenCart,  Joomla

Online CMS: SquareSpace, Shopify, Wix, Weebly, Easy Digital Downloads

Software: PhotoShop, Illustrator, Flash, Sketch, Hype, Sublime Text, CodePen, Glitch

Server: Docker, Linux (any flavour), VPN, Networking, any Package

..short space short sRead More",N/A,||Programming language:HTML & CSS||Expertise:Algorithms & Data structures•Performance•Design
Mian Mujeeb,Pakistan,"I speak Urdu, English",107 orders completed,Full Stack Web Developer and Designer,Level 2,5,64 reviews for this Gig5,156,||Microsoft Office||Python||Django rest framework||Python Django||Web design||Bootstrap 4||AWS||AWS EC2||AWS S3||Linux||+16,(62),(2),(0),(0),(0),N/A,"Full Stack Web Developer and DesignerI am a seasoned software developer with a passion for building visually appealing and high-performance web applications. Equipped with 3+ years of experience and a skill set including expertise in Python, HTML, CSS, JavaScript, Bootstrap, Django, Flask, REST APIs, and the Django Rest Framework. Proficient in Photoshop with experience in creating visually engaging social media posts. Dedicated to delivering innovative and user-friendly solutions that address complex business needs, while staying up-to-date with the latest industry trends and best practices. Read More",N/A,||Programming language:Python||Expertise:Localization•Performance•Security•Design•Databases||Frontend framework:React.js•jQuery•Bootstrap•Semantic-UI+1 more||Backend framework:Django•Laravel•Express.js•Node.js•Flask
Its,Pakistan,I speak English,211 orders completed,9ty2 Services,Level 1,5,129 reviews for this Gig5,29,||Rest API||PHP||MySQL database||Laravel framework||Microsoft Azure,(126),(3),(0),(0),(0),N/A,"9ty2 ServicesEnterprise SaaS base applications using open source technologies like PHP/MySQL using Laravel / Symfony  / Code Igniter /  that includes E-Commerce applications using Interspire (Big Commerce) / Open Cart / Magneto. 

Payment Gateway (Paypal - IPN, Stripe, SagePay, Authorize net, Worldpay, ECheckout, Paytabs, SecPay etc...).

APIs Integrations (Eventbrite, Microsoft Graph APis, MailChimp, SurveyMonkey, Slack, Shipohi).

Identity Management & Single Sign On (SSO) SAML integrations, SCIM protocol Implementation. Read More",N/A,||Programming language:PHP
Niro,Sri Lanka,I speak English,291 orders completed,Full Stack Developer,Level 2,5,14 reviews for this Gig5,6,||Software development||Web development||JavaScript||HTML5||CSS3||Bootstrap||PHP||WordPress||jQuery||MySQL||+10,(14),(0),(0),(0),(0),N/A,"Full Stack DeveloperHello. I'm an Oracle certified Software Engineer. I have 8+ year experience in java, php, android, ios, software development, web development and designing etc. So far I have completed 200+ websites with low maintenance cost and customised softwares. I am sure you will be pleased with my work. Please feel free to contact me anytime regarding your needs.Read More",N/A,||Programming language:PHP||Expertise:Performance•Security•Other
Hassan B,Pakistan,"I speak Urdu, English",88 orders completed,Get It Done,Level 1,5,39 reviews for this Gig5,13,||Programming||CPP programming||C++||C programming||Algorithms||MySQL||Databases||TypeScript||JavaScript||Web development||+12,(38),(1),(0),(0),(0),N/A,"Get It DoneHi Everyone. Our team consists of brilliant developers who are expert in what they do. We serve our customers efficiently and provide a 100% satisfaction. We will be providing you services in programming languages such as 
C++, C#, 
Java, Python 
JavaScript/Node JS/Angular.
html/css/PHP/boostrap/typescript.
WordPress and E-commerce websites developments. 
I will assure you that I will provide quality work and will fulfill your satisfaction.Read More",N/A,||Programming language:Python||Expertise:Debugging•Performance•Operating systems||Frontend framework:React.js•AngularJS•Vue.js•jQuery•Bootstrap||Backend framework:Django•Laravel•Express.js•Node.js•Other
Samridh,India,"I speak Hindi, English","1,300 orders completed",N/A,Buyers keep returning,5,355 reviews for this Gig5,588,||Python||Data science||Deep learning||Machine learning||Web scraping,(354),(1),(0),(0),(0),N/A,"1) Expertise in Software Development using python.
2)5 years of experience of working with python and other database languages like SQL,MONGODB.
3)Made several projects(Around 30) for different causes..
5)Won in several Hackathons.
6)Flexibility in working according to clients demand.
7)Knowledge in upcoming technologies including Tensorflow,Keras and algorithms like CNN,K-nearest neighbours,Logistic Regression,Linear Regression.
8) Hardworking and determined.Read More",N/A,||Programming language:Python
Bekka Codes,Morocco,"I speak English, French",45 orders completed,Let's Make it Happen,Highly Responsive,5,43 reviews for this Gig5,28,||PHP||Codeigniter||CRM||Algorithms||Problem solving,(43),(0),(0),(0),(0),N/A,"Let's Make it HappenBack end Developer . Passionate about developing top quality software and clean code , websites , games etc.I also love to teach my skills as well My goal is to make good relations with the clients at this awesome platform. Thanks for reviewing my profile.I will try my best to fulfill your requirements.Read More",N/A,||Programming language:PHP||Expertise:Algorithms & Data structures•Debugging•Performance+2 more||Frontend framework:jQuery•Bootstrap•Tailwind CSS||Backend framework:Laravel•Other
Hannah Masila,Kenya,"I speak English, Swahili, Spanish",192 orders completed,"Expert in Ruby on Rails, Python and ReactJS",Level 2,5,62 reviews for this Gig5,34,||Python||Ruby on Rails||Ruby||Web API||Bootstrap||Web development||React||Heroku||DigitalOcean||Tailwind CSS||+4,(62),(0),(0),(0),(0),N/A,"Expert in Ruby on Rails, Python and ReactJSI am a Ruby on Rails developer with over 8 years of experience.

I offer a wide range of services, including web development, consultancy, thorough code review, debugging and mentorship.

I communicate efficiently and effectively and deliver high quality work as proven by the reviews.Read More",N/A,||Programming language:Ruby/RoR||Expertise:Algorithms & Data structures•Debugging•Performance+2 more||Frontend framework:React.js•jQuery•Bootstrap•Tailwind CSS||Backend framework:Django•Node.js•Flask•Other
